DATE,STATE,frequency,Name,latitude,longitude
2014-03,Idaho,4,Idaho,43.7825,-114.133
2014-04,Idaho,11,Idaho,43.7825,-114.133
2014-05,Idaho,23,Idaho,43.7825,-114.133
2014-06,Idaho,99,Idaho,43.7825,-114.133
2014-07,Idaho,345,Idaho,43.7825,-114.133
2014-08,Idaho,615,Idaho,43.7825,-114.133
2014-09,Idaho,84,Idaho,43.7825,-114.133
2014-10,Idaho,25,Idaho,43.7825,-114.133
2014-11,Idaho,5,Idaho,43.7825,-114.133
2014-12,Idaho,3,Idaho,43.7825,-114.133
2015-01,Idaho,1,Idaho,43.7825,-114.133
2015-02,Idaho,2,Idaho,43.7825,-114.133
2015-03,Idaho,17,Idaho,43.7825,-114.133
2015-04,Idaho,21,Idaho,43.7825,-114.133
2015-05,Idaho,56,Idaho,43.7825,-114.133
2015-06,Idaho,171,Idaho,43.7825,-114.133
2015-07,Idaho,338,Idaho,43.7825,-114.133
2015-08,Idaho,551,Idaho,43.7825,-114.133
2015-09,Idaho,61,Idaho,43.7825,-114.133
2015-10,Idaho,54,Idaho,43.7825,-114.133
2015-11,Idaho,4,Idaho,43.7825,-114.133
2015-12,Idaho,1,Idaho,43.7825,-114.133
1992-01,Kentucky,6,Kentucky,37.3994,-85.5729
1992-02,Kentucky,16,Kentucky,37.3994,-85.5729
1992-03,Kentucky,6,Kentucky,37.3994,-85.5729
1992-04,Kentucky,10,Kentucky,37.3994,-85.5729
1992-05,Kentucky,1,Kentucky,37.3994,-85.5729
1992-10,Kentucky,4,Kentucky,37.3994,-85.5729
1992-11,Kentucky,6,Kentucky,37.3994,-85.5729
1993-01,Kentucky,4,Kentucky,37.3994,-85.5729
1993-02,Kentucky,29,Kentucky,37.3994,-85.5729
1993-04,Kentucky,23,Kentucky,37.3994,-85.5729
1993-05,Kentucky,10,Kentucky,37.3994,-85.5729
1993-07,Kentucky,2,Kentucky,37.3994,-85.5729
1993-10,Kentucky,5,Kentucky,37.3994,-85.5729
1993-11,Kentucky,8,Kentucky,37.3994,-85.5729
1994-02,Kentucky,19,Kentucky,37.3994,-85.5729
1994-03,Kentucky,33,Kentucky,37.3994,-85.5729
1994-04,Kentucky,25,Kentucky,37.3994,-85.5729
1994-05,Kentucky,1,Kentucky,37.3994,-85.5729
1994-09,Kentucky,1,Kentucky,37.3994,-85.5729
1994-10,Kentucky,30,Kentucky,37.3994,-85.5729
1994-11,Kentucky,64,Kentucky,37.3994,-85.5729
1994-12,Kentucky,5,Kentucky,37.3994,-85.5729
1995-02,Kentucky,14,Kentucky,37.3994,-85.5729
1995-03,Kentucky,64,Kentucky,37.3994,-85.5729
1995-04,Kentucky,77,Kentucky,37.3994,-85.5729
1995-05,Kentucky,1,Kentucky,37.3994,-85.5729
1995-07,Kentucky,3,Kentucky,37.3994,-85.5729
1995-09,Kentucky,4,Kentucky,37.3994,-85.5729
1995-10,Kentucky,1,Kentucky,37.3994,-85.5729
1995-11,Kentucky,14,Kentucky,37.3994,-85.5729
1995-12,Kentucky,2,Kentucky,37.3994,-85.5729
1996-02,Kentucky,4,Kentucky,37.3994,-85.5729
1996-03,Kentucky,9,Kentucky,37.3994,-85.5729
1996-04,Kentucky,36,Kentucky,37.3994,-85.5729
1996-05,Kentucky,2,Kentucky,37.3994,-85.5729
1996-07,Kentucky,1,Kentucky,37.3994,-85.5729
1996-09,Kentucky,1,Kentucky,37.3994,-85.5729
1996-10,Kentucky,9,Kentucky,37.3994,-85.5729
1996-11,Kentucky,8,Kentucky,37.3994,-85.5729
1996-12,Kentucky,2,Kentucky,37.3994,-85.5729
1997-01,Kentucky,2,Kentucky,37.3994,-85.5729
1997-02,Kentucky,110,Kentucky,37.3994,-85.5729
1997-03,Kentucky,144,Kentucky,37.3994,-85.5729
1997-04,Kentucky,257,Kentucky,37.3994,-85.5729
1997-05,Kentucky,26,Kentucky,37.3994,-85.5729
1997-07,Kentucky,2,Kentucky,37.3994,-85.5729
1997-08,Kentucky,4,Kentucky,37.3994,-85.5729
1997-09,Kentucky,1,Kentucky,37.3994,-85.5729
1997-10,Kentucky,38,Kentucky,37.3994,-85.5729
1997-11,Kentucky,59,Kentucky,37.3994,-85.5729
1997-12,Kentucky,32,Kentucky,37.3994,-85.5729
1998-01,Kentucky,14,Kentucky,37.3994,-85.5729
1998-02,Kentucky,60,Kentucky,37.3994,-85.5729
1998-03,Kentucky,311,Kentucky,37.3994,-85.5729
1998-04,Kentucky,94,Kentucky,37.3994,-85.5729
1998-05,Kentucky,6,Kentucky,37.3994,-85.5729
1998-06,Kentucky,1,Kentucky,37.3994,-85.5729
1998-08,Kentucky,8,Kentucky,37.3994,-85.5729
1998-09,Kentucky,71,Kentucky,37.3994,-85.5729
1998-10,Kentucky,89,Kentucky,37.3994,-85.5729
1998-11,Kentucky,249,Kentucky,37.3994,-85.5729
1998-12,Kentucky,54,Kentucky,37.3994,-85.5729
1999-01,Kentucky,25,Kentucky,37.3994,-85.5729
1999-02,Kentucky,90,Kentucky,37.3994,-85.5729
1999-03,Kentucky,369,Kentucky,37.3994,-85.5729
1999-04,Kentucky,330,Kentucky,37.3994,-85.5729
1999-05,Kentucky,23,Kentucky,37.3994,-85.5729
1999-06,Kentucky,16,Kentucky,37.3994,-85.5729
1999-07,Kentucky,14,Kentucky,37.3994,-85.5729
1999-08,Kentucky,75,Kentucky,37.3994,-85.5729
1999-09,Kentucky,238,Kentucky,37.3994,-85.5729
1999-10,Kentucky,174,Kentucky,37.3994,-85.5729
1999-11,Kentucky,455,Kentucky,37.3994,-85.5729
1999-12,Kentucky,70,Kentucky,37.3994,-85.5729
2000-01,Kentucky,87,Kentucky,37.3994,-85.5729
2000-02,Kentucky,169,Kentucky,37.3994,-85.5729
2000-03,Kentucky,553,Kentucky,37.3994,-85.5729
2000-04,Kentucky,160,Kentucky,37.3994,-85.5729
2000-05,Kentucky,91,Kentucky,37.3994,-85.5729
2000-06,Kentucky,18,Kentucky,37.3994,-85.5729
2000-07,Kentucky,10,Kentucky,37.3994,-85.5729
2000-08,Kentucky,2,Kentucky,37.3994,-85.5729
2000-09,Kentucky,7,Kentucky,37.3994,-85.5729
2000-10,Kentucky,241,Kentucky,37.3994,-85.5729
2000-11,Kentucky,234,Kentucky,37.3994,-85.5729
2000-12,Kentucky,15,Kentucky,37.3994,-85.5729
2001-01,Kentucky,51,Kentucky,37.3994,-85.5729
2001-02,Kentucky,243,Kentucky,37.3994,-85.5729
2001-03,Kentucky,304,Kentucky,37.3994,-85.5729
2001-04,Kentucky,516,Kentucky,37.3994,-85.5729
2001-05,Kentucky,56,Kentucky,37.3994,-85.5729
2001-06,Kentucky,1,Kentucky,37.3994,-85.5729
2001-07,Kentucky,8,Kentucky,37.3994,-85.5729
2001-08,Kentucky,1,Kentucky,37.3994,-85.5729
2001-09,Kentucky,9,Kentucky,37.3994,-85.5729
2001-10,Kentucky,362,Kentucky,37.3994,-85.5729
2001-11,Kentucky,473,Kentucky,37.3994,-85.5729
2001-12,Kentucky,37,Kentucky,37.3994,-85.5729
2002-01,Kentucky,27,Kentucky,37.3994,-85.5729
2002-02,Kentucky,262,Kentucky,37.3994,-85.5729
2002-03,Kentucky,295,Kentucky,37.3994,-85.5729
2002-04,Kentucky,233,Kentucky,37.3994,-85.5729
2002-05,Kentucky,2,Kentucky,37.3994,-85.5729
2002-06,Kentucky,8,Kentucky,37.3994,-85.5729
2002-07,Kentucky,9,Kentucky,37.3994,-85.5729
2002-08,Kentucky,30,Kentucky,37.3994,-85.5729
2002-09,Kentucky,86,Kentucky,37.3994,-85.5729
2002-10,Kentucky,6,Kentucky,37.3994,-85.5729
2002-11,Kentucky,47,Kentucky,37.3994,-85.5729
2002-12,Kentucky,45,Kentucky,37.3994,-85.5729
2003-01,Kentucky,26,Kentucky,37.3994,-85.5729
2003-02,Kentucky,6,Kentucky,37.3994,-85.5729
2003-03,Kentucky,439,Kentucky,37.3994,-85.5729
2003-04,Kentucky,167,Kentucky,37.3994,-85.5729
2003-05,Kentucky,3,Kentucky,37.3994,-85.5729
2003-06,Kentucky,2,Kentucky,37.3994,-85.5729
2003-07,Kentucky,1,Kentucky,37.3994,-85.5729
2003-08,Kentucky,1,Kentucky,37.3994,-85.5729
2003-09,Kentucky,2,Kentucky,37.3994,-85.5729
2003-10,Kentucky,134,Kentucky,37.3994,-85.5729
2003-11,Kentucky,150,Kentucky,37.3994,-85.5729
2003-12,Kentucky,25,Kentucky,37.3994,-85.5729
2004-01,Kentucky,24,Kentucky,37.3994,-85.5729
2004-02,Kentucky,458,Kentucky,37.3994,-85.5729
2004-03,Kentucky,431,Kentucky,37.3994,-85.5729
2004-04,Kentucky,25,Kentucky,37.3994,-85.5729
2004-07,Kentucky,4,Kentucky,37.3994,-85.5729
2004-08,Kentucky,7,Kentucky,37.3994,-85.5729
2004-09,Kentucky,21,Kentucky,37.3994,-85.5729
2004-10,Kentucky,77,Kentucky,37.3994,-85.5729
2004-11,Kentucky,177,Kentucky,37.3994,-85.5729
2004-12,Kentucky,14,Kentucky,37.3994,-85.5729
2005-01,Kentucky,16,Kentucky,37.3994,-85.5729
2005-02,Kentucky,70,Kentucky,37.3994,-85.5729
2005-03,Kentucky,278,Kentucky,37.3994,-85.5729
2005-04,Kentucky,298,Kentucky,37.3994,-85.5729
2005-05,Kentucky,24,Kentucky,37.3994,-85.5729
2005-06,Kentucky,32,Kentucky,37.3994,-85.5729
2005-07,Kentucky,7,Kentucky,37.3994,-85.5729
2005-08,Kentucky,19,Kentucky,37.3994,-85.5729
2005-09,Kentucky,76,Kentucky,37.3994,-85.5729
2005-10,Kentucky,125,Kentucky,37.3994,-85.5729
2005-11,Kentucky,761,Kentucky,37.3994,-85.5729
2005-12,Kentucky,60,Kentucky,37.3994,-85.5729
2006-01,Kentucky,130,Kentucky,37.3994,-85.5729
2006-02,Kentucky,285,Kentucky,37.3994,-85.5729
2006-03,Kentucky,635,Kentucky,37.3994,-85.5729
2006-04,Kentucky,373,Kentucky,37.3994,-85.5729
2006-05,Kentucky,16,Kentucky,37.3994,-85.5729
2006-06,Kentucky,3,Kentucky,37.3994,-85.5729
2006-07,Kentucky,4,Kentucky,37.3994,-85.5729
2006-08,Kentucky,3,Kentucky,37.3994,-85.5729
2006-09,Kentucky,1,Kentucky,37.3994,-85.5729
2006-10,Kentucky,31,Kentucky,37.3994,-85.5729
2006-11,Kentucky,223,Kentucky,37.3994,-85.5729
2006-12,Kentucky,180,Kentucky,37.3994,-85.5729
2007-01,Kentucky,20,Kentucky,37.3994,-85.5729
2007-02,Kentucky,107,Kentucky,37.3994,-85.5729
2007-03,Kentucky,678,Kentucky,37.3994,-85.5729
2007-04,Kentucky,254,Kentucky,37.3994,-85.5729
2007-05,Kentucky,63,Kentucky,37.3994,-85.5729
2007-06,Kentucky,61,Kentucky,37.3994,-85.5729
2007-07,Kentucky,16,Kentucky,37.3994,-85.5729
2007-08,Kentucky,123,Kentucky,37.3994,-85.5729
2007-09,Kentucky,261,Kentucky,37.3994,-85.5729
2007-10,Kentucky,277,Kentucky,37.3994,-85.5729
2007-11,Kentucky,169,Kentucky,37.3994,-85.5729
2007-12,Kentucky,52,Kentucky,37.3994,-85.5729
2008-01,Kentucky,28,Kentucky,37.3994,-85.5729
2008-02,Kentucky,62,Kentucky,37.3994,-85.5729
2008-03,Kentucky,274,Kentucky,37.3994,-85.5729
2008-04,Kentucky,318,Kentucky,37.3994,-85.5729
2008-05,Kentucky,69,Kentucky,37.3994,-85.5729
2008-06,Kentucky,27,Kentucky,37.3994,-85.5729
2008-07,Kentucky,12,Kentucky,37.3994,-85.5729
2008-08,Kentucky,56,Kentucky,37.3994,-85.5729
2008-09,Kentucky,124,Kentucky,37.3994,-85.5729
2008-10,Kentucky,306,Kentucky,37.3994,-85.5729
2008-11,Kentucky,257,Kentucky,37.3994,-85.5729
2008-12,Kentucky,30,Kentucky,37.3994,-85.5729
2009-01,Kentucky,33,Kentucky,37.3994,-85.5729
2009-02,Kentucky,186,Kentucky,37.3994,-85.5729
2009-03,Kentucky,551,Kentucky,37.3994,-85.5729
2009-04,Kentucky,260,Kentucky,37.3994,-85.5729
2009-05,Kentucky,5,Kentucky,37.3994,-85.5729
2009-06,Kentucky,1,Kentucky,37.3994,-85.5729
2009-07,Kentucky,1,Kentucky,37.3994,-85.5729
2009-08,Kentucky,4,Kentucky,37.3994,-85.5729
2009-09,Kentucky,5,Kentucky,37.3994,-85.5729
2009-10,Kentucky,11,Kentucky,37.3994,-85.5729
2009-11,Kentucky,348,Kentucky,37.3994,-85.5729
2009-12,Kentucky,14,Kentucky,37.3994,-85.5729
2010-01,Kentucky,1,Kentucky,37.3994,-85.5729
2010-02,Kentucky,12,Kentucky,37.3994,-85.5729
2010-03,Kentucky,360,Kentucky,37.3994,-85.5729
2010-04,Kentucky,594,Kentucky,37.3994,-85.5729
2010-05,Kentucky,11,Kentucky,37.3994,-85.5729
2010-07,Kentucky,10,Kentucky,37.3994,-85.5729
2010-08,Kentucky,12,Kentucky,37.3994,-85.5729
2010-09,Kentucky,104,Kentucky,37.3994,-85.5729
2010-10,Kentucky,515,Kentucky,37.3994,-85.5729
2010-11,Kentucky,292,Kentucky,37.3994,-85.5729
2010-12,Kentucky,2,Kentucky,37.3994,-85.5729
2011-01,Kentucky,7,Kentucky,37.3994,-85.5729
2011-02,Kentucky,223,Kentucky,37.3994,-85.5729
2011-03,Kentucky,271,Kentucky,37.3994,-85.5729
2011-04,Kentucky,167,Kentucky,37.3994,-85.5729
2011-06,Kentucky,3,Kentucky,37.3994,-85.5729
2011-08,Kentucky,8,Kentucky,37.3994,-85.5729
2011-09,Kentucky,8,Kentucky,37.3994,-85.5729
2011-10,Kentucky,86,Kentucky,37.3994,-85.5729
2011-11,Kentucky,240,Kentucky,37.3994,-85.5729
2011-12,Kentucky,19,Kentucky,37.3994,-85.5729
2012-01,Kentucky,57,Kentucky,37.3994,-85.5729
2012-02,Kentucky,63,Kentucky,37.3994,-85.5729
2012-03,Kentucky,276,Kentucky,37.3994,-85.5729
2012-04,Kentucky,149,Kentucky,37.3994,-85.5729
2012-05,Kentucky,8,Kentucky,37.3994,-85.5729
2012-06,Kentucky,101,Kentucky,37.3994,-85.5729
2012-07,Kentucky,52,Kentucky,37.3994,-85.5729
2012-08,Kentucky,29,Kentucky,37.3994,-85.5729
2012-09,Kentucky,5,Kentucky,37.3994,-85.5729
2012-10,Kentucky,128,Kentucky,37.3994,-85.5729
2012-11,Kentucky,320,Kentucky,37.3994,-85.5729
2012-12,Kentucky,75,Kentucky,37.3994,-85.5729
2013-01,Kentucky,21,Kentucky,37.3994,-85.5729
2013-02,Kentucky,86,Kentucky,37.3994,-85.5729
2013-03,Kentucky,220,Kentucky,37.3994,-85.5729
2013-04,Kentucky,418,Kentucky,37.3994,-85.5729
2013-05,Kentucky,8,Kentucky,37.3994,-85.5729
2013-06,Kentucky,1,Kentucky,37.3994,-85.5729
2013-07,Kentucky,2,Kentucky,37.3994,-85.5729
2013-09,Kentucky,3,Kentucky,37.3994,-85.5729
2013-10,Kentucky,18,Kentucky,37.3994,-85.5729
2013-11,Kentucky,175,Kentucky,37.3994,-85.5729
2013-12,Kentucky,51,Kentucky,37.3994,-85.5729
2014-01,Kentucky,24,Kentucky,37.3994,-85.5729
2014-02,Kentucky,147,Kentucky,37.3994,-85.5729
2014-03,Kentucky,545,Kentucky,37.3994,-85.5729
2014-04,Kentucky,478,Kentucky,37.3994,-85.5729
2014-05,Kentucky,35,Kentucky,37.3994,-85.5729
2014-06,Kentucky,5,Kentucky,37.3994,-85.5729
2014-07,Kentucky,11,Kentucky,37.3994,-85.5729
2014-08,Kentucky,2,Kentucky,37.3994,-85.5729
2014-09,Kentucky,1,Kentucky,37.3994,-85.5729
2014-10,Kentucky,23,Kentucky,37.3994,-85.5729
2014-11,Kentucky,157,Kentucky,37.3994,-85.5729
2014-12,Kentucky,18,Kentucky,37.3994,-85.5729
2015-01,Kentucky,30,Kentucky,37.3994,-85.5729
2015-02,Kentucky,53,Kentucky,37.3994,-85.5729
2015-03,Kentucky,179,Kentucky,37.3994,-85.5729
2015-04,Kentucky,125,Kentucky,37.3994,-85.5729
2015-05,Kentucky,29,Kentucky,37.3994,-85.5729
2015-06,Kentucky,5,Kentucky,37.3994,-85.5729
2015-07,Kentucky,2,Kentucky,37.3994,-85.5729
2015-08,Kentucky,1,Kentucky,37.3994,-85.5729
2015-09,Kentucky,10,Kentucky,37.3994,-85.5729
2015-10,Kentucky,46,Kentucky,37.3994,-85.5729
2015-11,Kentucky,244,Kentucky,37.3994,-85.5729
2015-12,Kentucky,32,Kentucky,37.3994,-85.5729
1992-01,Louisiana,13,Louisiana,30.5274,-91.9991
1992-02,Louisiana,7,Louisiana,30.5274,-91.9991
1992-03,Louisiana,15,Louisiana,30.5274,-91.9991
1992-04,Louisiana,5,Louisiana,30.5274,-91.9991
1992-05,Louisiana,5,Louisiana,30.5274,-91.9991
1992-06,Louisiana,1,Louisiana,30.5274,-91.9991
1992-07,Louisiana,4,Louisiana,30.5274,-91.9991
1992-08,Louisiana,7,Louisiana,30.5274,-91.9991
1992-09,Louisiana,7,Louisiana,30.5274,-91.9991
1992-10,Louisiana,15,Louisiana,30.5274,-91.9991
1992-11,Louisiana,5,Louisiana,30.5274,-91.9991
1992-12,Louisiana,3,Louisiana,30.5274,-91.9991
1993-01,Louisiana,6,Louisiana,30.5274,-91.9991
1993-02,Louisiana,31,Louisiana,30.5274,-91.9991
1993-03,Louisiana,17,Louisiana,30.5274,-91.9991
1993-04,Louisiana,7,Louisiana,30.5274,-91.9991
1993-05,Louisiana,5,Louisiana,30.5274,-91.9991
1993-06,Louisiana,2,Louisiana,30.5274,-91.9991
1993-07,Louisiana,12,Louisiana,30.5274,-91.9991
1993-08,Louisiana,11,Louisiana,30.5274,-91.9991
1993-09,Louisiana,16,Louisiana,30.5274,-91.9991
1993-10,Louisiana,9,Louisiana,30.5274,-91.9991
1993-11,Louisiana,3,Louisiana,30.5274,-91.9991
1993-12,Louisiana,8,Louisiana,30.5274,-91.9991
1994-01,Louisiana,7,Louisiana,30.5274,-91.9991
1994-02,Louisiana,32,Louisiana,30.5274,-91.9991
1994-03,Louisiana,17,Louisiana,30.5274,-91.9991
1994-04,Louisiana,5,Louisiana,30.5274,-91.9991
1994-06,Louisiana,5,Louisiana,30.5274,-91.9991
1994-08,Louisiana,2,Louisiana,30.5274,-91.9991
1994-09,Louisiana,7,Louisiana,30.5274,-91.9991
1994-10,Louisiana,24,Louisiana,30.5274,-91.9991
1994-11,Louisiana,11,Louisiana,30.5274,-91.9991
1994-12,Louisiana,1,Louisiana,30.5274,-91.9991
1995-01,Louisiana,3,Louisiana,30.5274,-91.9991
1995-02,Louisiana,25,Louisiana,30.5274,-91.9991
1995-03,Louisiana,10,Louisiana,30.5274,-91.9991
1995-04,Louisiana,2,Louisiana,30.5274,-91.9991
1995-05,Louisiana,7,Louisiana,30.5274,-91.9991
1995-06,Louisiana,4,Louisiana,30.5274,-91.9991
1995-07,Louisiana,1,Louisiana,30.5274,-91.9991
1995-08,Louisiana,2,Louisiana,30.5274,-91.9991
1995-09,Louisiana,35,Louisiana,30.5274,-91.9991
1995-10,Louisiana,29,Louisiana,30.5274,-91.9991
1995-11,Louisiana,7,Louisiana,30.5274,-91.9991
1995-12,Louisiana,14,Louisiana,30.5274,-91.9991
1996-01,Louisiana,27,Louisiana,30.5274,-91.9991
1996-02,Louisiana,51,Louisiana,30.5274,-91.9991
1996-03,Louisiana,38,Louisiana,30.5274,-91.9991
1996-04,Louisiana,9,Louisiana,30.5274,-91.9991
1996-05,Louisiana,8,Louisiana,30.5274,-91.9991
1996-06,Louisiana,5,Louisiana,30.5274,-91.9991
1996-07,Louisiana,6,Louisiana,30.5274,-91.9991
1996-08,Louisiana,5,Louisiana,30.5274,-91.9991
1996-09,Louisiana,2,Louisiana,30.5274,-91.9991
1996-10,Louisiana,1,Louisiana,30.5274,-91.9991
1996-11,Louisiana,2,Louisiana,30.5274,-91.9991
1996-12,Louisiana,3,Louisiana,30.5274,-91.9991
1997-01,Louisiana,110,Louisiana,30.5274,-91.9991
1997-02,Louisiana,134,Louisiana,30.5274,-91.9991
1997-03,Louisiana,97,Louisiana,30.5274,-91.9991
1997-04,Louisiana,64,Louisiana,30.5274,-91.9991
1997-05,Louisiana,52,Louisiana,30.5274,-91.9991
1997-06,Louisiana,29,Louisiana,30.5274,-91.9991
1997-07,Louisiana,50,Louisiana,30.5274,-91.9991
1997-08,Louisiana,61,Louisiana,30.5274,-91.9991
1997-09,Louisiana,328,Louisiana,30.5274,-91.9991
1997-10,Louisiana,262,Louisiana,30.5274,-91.9991
1997-11,Louisiana,78,Louisiana,30.5274,-91.9991
1997-12,Louisiana,96,Louisiana,30.5274,-91.9991
1998-01,Louisiana,73,Louisiana,30.5274,-91.9991
1998-02,Louisiana,176,Louisiana,30.5274,-91.9991
1998-03,Louisiana,461,Louisiana,30.5274,-91.9991
1998-04,Louisiana,232,Louisiana,30.5274,-91.9991
1998-05,Louisiana,140,Louisiana,30.5274,-91.9991
1998-06,Louisiana,356,Louisiana,30.5274,-91.9991
1998-07,Louisiana,363,Louisiana,30.5274,-91.9991
1998-08,Louisiana,229,Louisiana,30.5274,-91.9991
1998-09,Louisiana,160,Louisiana,30.5274,-91.9991
1998-10,Louisiana,48,Louisiana,30.5274,-91.9991
1998-11,Louisiana,19,Louisiana,30.5274,-91.9991
1998-12,Louisiana,26,Louisiana,30.5274,-91.9991
1999-01,Louisiana,154,Louisiana,30.5274,-91.9991
1999-02,Louisiana,343,Louisiana,30.5274,-91.9991
1999-03,Louisiana,282,Louisiana,30.5274,-91.9991
1999-04,Louisiana,151,Louisiana,30.5274,-91.9991
1999-05,Louisiana,106,Louisiana,30.5274,-91.9991
1999-06,Louisiana,32,Louisiana,30.5274,-91.9991
1999-07,Louisiana,16,Louisiana,30.5274,-91.9991
1999-08,Louisiana,325,Louisiana,30.5274,-91.9991
1999-09,Louisiana,496,Louisiana,30.5274,-91.9991
1999-10,Louisiana,264,Louisiana,30.5274,-91.9991
1999-11,Louisiana,374,Louisiana,30.5274,-91.9991
1999-12,Louisiana,245,Louisiana,30.5274,-91.9991
2000-01,Louisiana,657,Louisiana,30.5274,-91.9991
2000-02,Louisiana,995,Louisiana,30.5274,-91.9991
2000-03,Louisiana,407,Louisiana,30.5274,-91.9991
2000-04,Louisiana,153,Louisiana,30.5274,-91.9991
2000-05,Louisiana,216,Louisiana,30.5274,-91.9991
2000-06,Louisiana,96,Louisiana,30.5274,-91.9991
2000-07,Louisiana,222,Louisiana,30.5274,-91.9991
2000-08,Louisiana,550,Louisiana,30.5274,-91.9991
2000-09,Louisiana,510,Louisiana,30.5274,-91.9991
2000-10,Louisiana,341,Louisiana,30.5274,-91.9991
2000-11,Louisiana,43,Louisiana,30.5274,-91.9991
2000-12,Louisiana,44,Louisiana,30.5274,-91.9991
2001-01,Louisiana,82,Louisiana,30.5274,-91.9991
2001-02,Louisiana,183,Louisiana,30.5274,-91.9991
2001-03,Louisiana,98,Louisiana,30.5274,-91.9991
2001-04,Louisiana,119,Louisiana,30.5274,-91.9991
2001-05,Louisiana,212,Louisiana,30.5274,-91.9991
2001-06,Louisiana,36,Louisiana,30.5274,-91.9991
2001-07,Louisiana,61,Louisiana,30.5274,-91.9991
2001-08,Louisiana,61,Louisiana,30.5274,-91.9991
2001-09,Louisiana,13,Louisiana,30.5274,-91.9991
2001-10,Louisiana,44,Louisiana,30.5274,-91.9991
2001-11,Louisiana,63,Louisiana,30.5274,-91.9991
2001-12,Louisiana,4,Louisiana,30.5274,-91.9991
2002-01,Louisiana,142,Louisiana,30.5274,-91.9991
2002-02,Louisiana,391,Louisiana,30.5274,-91.9991
2002-03,Louisiana,230,Louisiana,30.5274,-91.9991
2002-04,Louisiana,81,Louisiana,30.5274,-91.9991
2002-05,Louisiana,197,Louisiana,30.5274,-91.9991
2002-06,Louisiana,82,Louisiana,30.5274,-91.9991
2002-07,Louisiana,58,Louisiana,30.5274,-91.9991
2002-08,Louisiana,123,Louisiana,30.5274,-91.9991
2002-09,Louisiana,121,Louisiana,30.5274,-91.9991
2002-10,Louisiana,12,Louisiana,30.5274,-91.9991
2002-11,Louisiana,21,Louisiana,30.5274,-91.9991
2002-12,Louisiana,23,Louisiana,30.5274,-91.9991
2003-01,Louisiana,19,Louisiana,30.5274,-91.9991
2003-02,Louisiana,2,Louisiana,30.5274,-91.9991
2003-03,Louisiana,1,Louisiana,30.5274,-91.9991
2003-04,Louisiana,4,Louisiana,30.5274,-91.9991
2003-05,Louisiana,6,Louisiana,30.5274,-91.9991
2003-06,Louisiana,9,Louisiana,30.5274,-91.9991
2003-07,Louisiana,4,Louisiana,30.5274,-91.9991
2003-08,Louisiana,21,Louisiana,30.5274,-91.9991
2003-09,Louisiana,1,Louisiana,30.5274,-91.9991
2003-10,Louisiana,11,Louisiana,30.5274,-91.9991
2003-11,Louisiana,11,Louisiana,30.5274,-91.9991
2003-12,Louisiana,5,Louisiana,30.5274,-91.9991
2004-01,Louisiana,4,Louisiana,30.5274,-91.9991
2004-02,Louisiana,2,Louisiana,30.5274,-91.9991
2004-03,Louisiana,13,Louisiana,30.5274,-91.9991
2004-04,Louisiana,7,Louisiana,30.5274,-91.9991
2004-05,Louisiana,2,Louisiana,30.5274,-91.9991
2004-06,Louisiana,5,Louisiana,30.5274,-91.9991
2004-07,Louisiana,11,Louisiana,30.5274,-91.9991
2004-08,Louisiana,14,Louisiana,30.5274,-91.9991
2004-09,Louisiana,7,Louisiana,30.5274,-91.9991
2004-10,Louisiana,3,Louisiana,30.5274,-91.9991
2004-11,Louisiana,4,Louisiana,30.5274,-91.9991
2004-12,Louisiana,6,Louisiana,30.5274,-91.9991
2005-01,Louisiana,188,Louisiana,30.5274,-91.9991
2005-02,Louisiana,74,Louisiana,30.5274,-91.9991
2005-03,Louisiana,327,Louisiana,30.5274,-91.9991
2005-04,Louisiana,207,Louisiana,30.5274,-91.9991
2005-05,Louisiana,218,Louisiana,30.5274,-91.9991
2005-06,Louisiana,126,Louisiana,30.5274,-91.9991
2005-07,Louisiana,82,Louisiana,30.5274,-91.9991
2005-08,Louisiana,209,Louisiana,30.5274,-91.9991
2005-09,Louisiana,556,Louisiana,30.5274,-91.9991
2005-10,Louisiana,736,Louisiana,30.5274,-91.9991
2005-11,Louisiana,330,Louisiana,30.5274,-91.9991
2005-12,Louisiana,331,Louisiana,30.5274,-91.9991
2006-01,Louisiana,609,Louisiana,30.5274,-91.9991
2006-02,Louisiana,251,Louisiana,30.5274,-91.9991
2006-03,Louisiana,760,Louisiana,30.5274,-91.9991
2006-04,Louisiana,341,Louisiana,30.5274,-91.9991
2006-05,Louisiana,164,Louisiana,30.5274,-91.9991
2006-06,Louisiana,359,Louisiana,30.5274,-91.9991
2006-07,Louisiana,122,Louisiana,30.5274,-91.9991
2006-08,Louisiana,150,Louisiana,30.5274,-91.9991
2006-09,Louisiana,141,Louisiana,30.5274,-91.9991
2006-10,Louisiana,149,Louisiana,30.5274,-91.9991
2006-11,Louisiana,38,Louisiana,30.5274,-91.9991
2006-12,Louisiana,47,Louisiana,30.5274,-91.9991
2007-01,Louisiana,2,Louisiana,30.5274,-91.9991
2007-02,Louisiana,10,Louisiana,30.5274,-91.9991
2007-03,Louisiana,21,Louisiana,30.5274,-91.9991
2007-04,Louisiana,5,Louisiana,30.5274,-91.9991
2007-06,Louisiana,1,Louisiana,30.5274,-91.9991
2007-07,Louisiana,3,Louisiana,30.5274,-91.9991
2007-08,Louisiana,5,Louisiana,30.5274,-91.9991
2007-09,Louisiana,2,Louisiana,30.5274,-91.9991
